Semilla,Tratamiento,Germinacion,Materia_Fresca_Raiz,Materia_Fresca_Tallo,Materia_Seca_Raiz,Materia_Seca_Tallo,Peso_Dia3,Altura_Dia1,Diametro_Dia1,Peso_Dia2,Altura_Dia2,Diametro_Dia2,Peso_Dia1,Altura_Dia3,Diametro_Dia3
705,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,12.0,7.0,253,8.3,8.3,195,12.3,8.8
706,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,237,9.6,3.0,178,8.9,9.5,301,9.1,10.1
707,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,9.6,1.0,325,9.4,7.4,224,8.6,8.9
708,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,8.6,1.0,230,9.4,10.0,169,7.7,8.4
709,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.6,14.0,322,9.4,8.5,264,8.0,7.9
710,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,311,9.6,3.0,308,9.4,8.5,222,6.9,8.5
711,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.0,4.0,178,8.3,8.2,264,7.7,10.0
712,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,247,8.6,7.0,253,10.0,7.4,205,9.5,8.8
713,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,229,8.6,13.0,325,8.7,8.8,184,8.3,10.1
714,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,157,12.0,3.0,259,10.0,8.0,165,12.3,10.0
715,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,264,8.1,2.0,232,11.4,10.4,302,9.9,9.2
716,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,11.3,1.0,325,9.4,8.5,198,9.1,10.0
717,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,286,10.0,4.0,230,11.4,8.2,217,9.1,8.3
718,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,230,10.0,10.0,253,8.9,8.5,205,7.8,8.5
719,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,12.0,15.0,230,8.7,8.5,226,9.9,8.3
720,Arena-Materia_Organica,1,0.0,0.0,0.0,0.0,257,10.0,7.0,186,10.6,8.0,236,8.9,10.0
721,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,257,9.7,8.8,257,9.4,7.4,250,8.5,10.4
722,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,256,8.7,10.0,143,9.3,8.8,190,8.5,8.1
723,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,251,8.1,10.0,226,8.0,9.0,263,6.8,12.2
724,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,289,9.4,10.0,204,7.9,8.1,180,7.7,9.1
725,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,6.9,9.8,275,9.4,8.7,190,7.5,10.2
726,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,289,11.7,9.5,300,10.3,8.3,243,7.7,10.3
727,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,234,8.9,9.4,266,9.6,9.5,263,8.1,10.2
728,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,197,9.3,8.7,266,9.2,8.8,250,7.7,11.0
729,Cascarilla-Materia_Organica,1,0.31012672,0.59958515,0.02599454,0.06381632,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
730,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,251,8.7,9.6,204,9.0,8.8,346,9.0,9.5
731,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
732,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
733,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,287,9.7,8.7,253,10.3,9.0,264,8.0,11.4
734,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,328,10.0,9.5,301,10.6,9.8,298,8.9,8.1
735,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,9.4,10.0,258,10.5,8.5,234,7.9,12.2
736,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,9.9,9.1,143,8.0,8.7,253,8.5,10.0
737,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,293,9.4,9.3,300,11.3,9.2,243,7.9,8.4
738,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,426,11.6,9.5,196,10.3,9.0,207,7.7,9.1
739,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,259,9.9,9.6,246,9.2,8.9,238,8.0,10.9
740,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,183,9.7,10.0,266,10.5,8.8,180,8.2,9.4
741,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,257,9.4,9.3,214,10.3,7.4,218,8.2,10.2
742,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,282,9.3,10.0,169,8.7,7.6,199,7.6,10.1
743,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,426,8.9,8.7,239,11.1,9.1,234,9.1,12.2
744,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,328,8.0,10.0,239,9.4,9.3,199,8.2,10.0
745,Cascarilla-Materia_Organica,1,0.32273756,0.69176176,0.02950605,0.06281113,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
746,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
747,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,234,9.3,9.2,266,7.7,8.1,198,8.0,9.2
748,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,9.4,9.6,153,10.6,9.3,222,8.0,8.5
749,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,291,11.2,10.0,181,9.5,9.2,204,8.5,8.1
750,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,165,8.1,9.8,275,10.5,9.3,220,8.5,11.0
751,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
752,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,282,9.4,9.4,281,8.7,9.1,209,8.5,10.2
753,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,256,10.2,9.1,226,10.4,9.0,220,6.8,10.3
754,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
755,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,328,8.1,9.6,239,9.0,7.5,263,8.2,11.0
756,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
757,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,304,8.1,9.1,247,9.6,7.6,264,10.0,9.5
758,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
759,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,12.0,8.1,257,11.5,7.4,232,7.6,10.3
760,Cascarilla-Materia_Organica,1,0.2874255,0.56392754,0.02818555,0.06991132,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
761,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,9.4,9.2,343,7.8,9.8,253,8.3,10.1
762,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,159,12.0,10.0,304,7.7,8.1,255,8.9,8.6
763,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,256,8.5,9.2,275,9.6,9.6,273,9.0,9.0
764,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,9.4,9.3,304,9.4,9.2,232,9.0,10.2
765,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
766,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,12.0,9.6,198,8.0,9.1,196,9.1,8.4
767,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
768,Cascarilla-Materia_Organica,1,0.30801015,0.61772936,0.02682358,0.05551093,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
769,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,291,9.3,9.3,215,8.7,8.3,263,8.0,10.8
770,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,8.7,9.0,215,9.2,9.0,266,7.7,10.3
771,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,165,8.5,9.0,258,9.3,8.2,218,7.7,8.1
772,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
773,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,291,10.0,9.2,173,9.5,7.4,263,8.5,9.1
774,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,197,9.3,10.4,343,8.7,8.5,197,7.7,8.3
775,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,12.0,9.3,266,8.0,8.3,298,7.7,10.4
776,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,251,7.7,9.5,264,6.6,8.9,254,7.6,11.0
777,Cascarilla-Materia_Organica,1,0.34417369,0.57289089,0.02585633,0.06201337,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
778,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,329,7.7,8.5,335,9.5,8.1,250,7.9,9.5
779,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,287,9.7,8.7,214,7.8,7.4,180,7.9,10.1
780,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,229,9.7,8.8,300,9.0,7.6,180,7.7,8.4
781,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,276,9.3,8.7,214,7.5,7.4,235,6.8,7.6
782,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,9.5,9.3,226,7.7,8.7,298,8.2,9.2
783,Cascarilla-Materia_Organica,1,0.35262402,0.68117879,0.02749535,0.07232162,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
784,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
785,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
786,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,304,9.0,8.7,222,9.5,7.6,238,9.0,10.2
787,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
788,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,159,10.0,10.4,196,8.0,9.0,245,7.9,10.0
789,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,183,12.0,8.8,343,7.9,8.9,204,8.5,9.5
790,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,11.6,9.5,258,9.4,9.3,185,8.3,9.5
791,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,304,9.3,9.1,166,7.9,9.0,264,7.1,10.7
792,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,197,7.7,10.0,264,7.7,8.9,180,8.0,8.3
793,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,8.0,10.2,204,10.0,8.9,204,7.5,10.4
794,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
795,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,170,8.9,9.4,257,8.7,8.2,185,7.3,10.9
796,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,9.4,9.2,300,9.5,6.7,207,8.5,10.2
797,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,282,9.4,9.2,335,10.5,8.1,273,8.0,11.0
798,Cascarilla-Materia_Organica,1,0.29119383,0.59601836,0.02735108,0.05969398,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
799,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,170,9.5,9.4,266,9.2,8.3,236,9.1,8.1
800,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
801,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,263,8.5,8.8,150,8.0,9.0,199,7.7,10.0
802,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,8.0,9.3,150,9.5,9.0,250,8.0,9.9
803,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,242,9.7,9.5,166,10.6,9.2,236,8.2,10.0
804,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.9,10.0,359,9.2,8.3,250,7.9,9.5
805,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,183,11.6,9.5,308,11.5,10.2,252,7.7,10.5
806,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
807,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,282,9.4,9.3,150,10.4,9.3,225,10.0,11.0
808,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.5,9.5,301,10.5,7.6,197,8.7,9.0
809,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
810,Cascarilla-Materia_Organica,1,0.28279794,0.61469187,0.02700594,0.06420744,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
811,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
812,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,426,9.0,9.8,204,7.5,7.6,209,9.1,8.1
813,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,259,9.4,10.0,239,10.0,9.1,250,8.2,10.0
814,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,197,10.4,9.6,173,10.3,9.2,273,8.5,10.0
815,Cascarilla-Materia_Organica,1,0.3478322,0.60974907,0.0278942,0.06981428,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
816,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
817,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,289,9.0,9.0,300,11.1,8.3,273,8.5,10.4
818,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,8.5,10.0,173,11.1,8.1,326,7.2,9.5
819,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
820,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,176,9.4,9.2,304,10.3,7.6,246,7.9,10.4
821,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,242,6.9,9.3,181,9.4,8.3,218,7.7,7.6
822,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,269,12.0,9.4,308,11.1,8.6,236,8.5,9.5
823,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,12.0,9.2,335,9.4,7.6,220,9.0,10.6
824,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,183,11.6,10.0,143,9.2,8.1,197,8.0,9.4
825,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,10.4,9.8,198,9.1,8.7,222,8.2,9.0
826,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.7,9.4,281,9.5,9.2,238,8.5,10.4
827,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,276,12.0,10.2,239,10.6,8.7,222,8.2,9.4
828,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,229,8.5,8.8,275,10.6,9.3,234,9.0,10.0
829,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,256,12.0,8.7,257,7.9,8.6,207,7.2,8.6
830,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,263,9.3,9.6,266,11.3,8.1,282,7.7,8.1
831,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,8.1,9.1,166,9.3,8.7,207,7.9,10.0
832,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,293,11.6,9.6,169,8.0,9.3,266,9.4,10.2
833,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,287,8.5,8.8,173,9.4,7.5,282,8.3,10.0
834,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,234,6.9,8.7,239,9.0,9.0,253,9.1,10.3
835,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,282,8.1,9.3,281,10.5,8.9,246,8.5,10.4
836,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,287,8.1,9.8,300,9.5,9.0,233,8.5,8.1
837,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,9.5,9.2,266,6.6,8.9,266,8.1,10.8
838,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,263,11.6,9.2,222,10.5,8.8,243,6.8,8.1
839,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,9.0,8.7,222,9.6,7.5,207,8.0,9.5
840,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,8.5,8.9,196,9.1,9.3,326,7.7,8.6
841,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,170,6.9,9.3,275,9.5,8.1,255,7.5,10.3
842,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,242,8.1,9.6,282,9.6,8.7,220,6.8,6.9
843,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,257,12.0,8.7,275,9.3,8.3,218,7.7,10.3
844,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
845,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,176,8.5,9.0,181,9.0,8.1,225,8.9,9.5
846,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,329,9.3,9.5,204,8.0,10.2,220,8.0,9.0
847,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,10.4,8.7,281,10.3,9.3,234,8.0,8.4
848,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,165,8.1,10.0,196,9.1,8.3,190,8.0,10.8
849,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,9.7,10.4,143,9.4,10.2,222,8.2,10.2
850,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,183,11.6,10.0,213,9.4,8.9,254,8.0,9.1
851,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,197,11.2,8.7,239,6.6,9.2,198,9.4,8.5
852,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
853,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,9.4,9.6,214,8.7,8.9,218,9.4,9.1
854,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,329,9.9,10.0,275,9.0,8.8,197,8.3,9.5
855,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,269,10.2,10.0,304,7.8,7.6,218,7.2,10.4
856,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.0,10.4,246,9.4,9.6,266,8.4,10.2
857,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,8.1,8.9,301,7.8,9.3,326,8.5,10.7
858,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,10.0,8.9,226,9.0,6.7,197,8.3,10.4
859,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,304,10.0,9.6,343,10.0,9.0,252,9.0,10.4
860,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.1,8.7,223,11.3,8.1,196,7.7,9.5
861,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,293,9.5,9.4,143,11.1,9.0,238,9.1,11.0
862,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
863,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,304,9.0,9.3,258,7.7,8.8,207,9.1,9.5
864,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,11.7,9.6,234,8.7,8.3,190,8.1,9.0
865,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,291,8.7,9.4,204,9.3,9.0,253,8.2,9.4
866,Cascarilla-Materia_Organica,1,0.35225825,0.69320849,0.02893185,0.06345313,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
867,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,251,8.5,9.6,343,9.3,9.2,236,7.9,9.0
868,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.0,9.2,181,10.5,7.5,197,8.0,9.2
869,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
870,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,426,12.0,9.0,359,7.5,8.6,204,8.4,8.5
871,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,8.1,9.0,166,9.2,7.5,243,8.5,8.4
872,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
873,Cascarilla-Materia_Organica,1,0.3139711,0.72626601,0.0281057,0.05695633,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
874,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,329,10.0,9.6,264,10.6,8.1,298,7.6,9.2
875,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,293,7.7,9.3,257,10.0,8.2,238,7.7,11.0
876,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,9.4,9.2,335,9.0,7.5,252,8.0,12.2
877,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
878,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,328,9.7,10.0,246,9.4,9.0,222,7.1,6.9
879,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,229,11.6,10.0,266,9.1,8.5,255,8.1,9.5
880,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,256,9.7,9.5,266,9.5,10.0,254,9.1,9.5
881,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,282,7.7,10.0,247,7.5,10.2,346,8.2,9.1
882,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
883,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,165,10.2,9.2,359,10.5,10.0,250,9.0,10.4
884,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,9.0,8.9,173,9.2,9.0,190,8.4,9.5
885,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,185,8.0,9.1,169,10.5,9.2,185,6.5,10.9
886,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,287,9.3,9.5,143,10.5,9.2,207,9.4,10.0
887,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,10.2,9.2,275,7.8,7.5,218,6.8,10.1
888,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,256,9.0,9.0,281,9.5,9.0,245,9.0,9.4
889,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,157,9.3,9.4,169,10.0,9.8,207,7.9,9.1
890,Cascarilla-Materia_Organica,1,0.31097747,0.69597137,0.03042265,0.0637128,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
891,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,293,8.7,10.0,281,7.5,8.5,207,7.9,9.4
892,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,229,9.7,9.5,266,9.4,9.5,233,7.6,10.2
893,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,426,8.1,9.5,239,9.3,8.8,232,7.9,9.1
894,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,240,9.0,10.0,166,9.4,7.4,199,8.3,8.6
895,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.9,9.0,213,9.2,8.8,197,9.0,9.2
896,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,282,8.0,8.9,143,10.5,7.4,222,6.7,9.4
897,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,329,6.9,10.0,204,9.3,9.0,273,8.2,8.1
898,Cascarilla-Materia_Organica,1,0.33804703,0.63833053,0.03036398,0.06066607,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
899,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,8.5,9.8,246,9.2,7.5,197,9.1,10.2
900,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
901,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,256,10.2,9.0,258,10.3,8.7,305,7.9,10.2
902,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,8.1,10.0,213,7.7,9.1,238,8.2,10.7
903,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,301,9.3,10.0,214,10.0,7.4,250,8.5,9.2
904,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,228,11.7,8.9,258,8.7,9.2,246,8.5,10.4
905,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,257,8.5,9.2,264,8.0,8.8,273,8.0,10.2
906,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,263,9.3,9.5,234,9.0,7.5,264,8.0,10.1
907,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,263,9.4,9.8,264,10.0,9.0,315,9.0,9.1
908,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,251,6.9,9.6,266,10.6,9.3,196,7.9,10.4
909,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,257,9.3,9.6,343,11.5,9.3,190,7.2,8.4
910,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,157,8.1,8.5,257,10.0,8.8,245,8.3,10.8
911,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
912,Cascarilla-Materia_Organica,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
913,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,251,9.3,9.3,246,8.5,8.8,250,7.5,8.4
914,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,259,8.7,8.8,214,8.0,8.8,250,6.7,10.2
915,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,170,8.0,10.0,308,10.0,8.2,196,7.7,10.4
916,Cascarilla-Materia_Organica,1,0.0,0.0,0.0,0.0,185,12.0,8.7,301,9.0,8.1,246,8.0,10.1
